land0x,land0y,land0z,land1x,land1y,land1z,land2x,land2y,land2z,land3x,land3y,land3z,land4x,land4y,land4z,land5x,land5y,land5z,land6x,land6y,land6z,land7x,land7y,land7z,land8x,land8y,land8z,land9x,land9y,land9z,land10x,land10y,land10z,land11x,land11y,land11z,land12x,land12y,land12z,land13x,land13y,land13z,land14x,land14y,land14z,land15x,land15y,land15z,land16x,land16y,land16z,land17x,land17y,land17z,land18x,land18y,land18z,land19x,land19y,land19z,land20x,land20y,land20z,letter
0.011079460382461548,0.08465990424156189,-0.019292881712317467,-0.016316592693328857,0.06636565923690796,-0.02508430741727352,-0.03191516175866127,0.03772531449794769,-0.020999422296881676,-0.04998084157705307,0.0034892894327640533,-0.016410840675234795,-0.04691553860902786,-0.0261518657207489,-0.011793075129389763,-0.02774764969944954,0.005746364127844572,0.005791210103780031,-0.024898702278733253,-0.007619536481797695,-0.02377682738006115,-0.025041021406650543,0.01076279953122139,-0.02958746813237667,-0.024193551391363144,0.03282056376338005,-0.01289600320160389,-0.00490950932726264,-0.0015027160989120603,0.007660364732146263,-0.008714385330677032,-0.015883442014455795,-0.031243443489074707,-0.01165835838764906,0.012182526290416718,-0.04209279268980026,-0.00941268540918827,0.028049573302268982,-0.0219345111399889,0.016187334433197975,-0.003993122838437557,-0.0021374966017901897,0.012071078643202782,-0.01634959690272808,-0.035186123102903366,0.006956953089684248,0.007642999291419983,-0.046984173357486725,0.008717150427401066,0.02689872682094574,-0.02919846400618553,0.03232015296816826,0.005401203408837318,-0.014030651189386845,0.032247722148895264,-0.010017388500273228,-0.033949822187423706,0.025590531527996063,0.004757558926939964,-0.05178667604923248,0.02240842767059803,0.02335970476269722,-0.041705917567014694,a
0.014662202447652817,0.08352316170930862,-0.015246515162289143,-0.014284485951066017,0.06624932587146759,-0.020635824650526047,-0.03142206743359566,0.037771519273519516,-0.017486488446593285,-0.05117884278297424,0.006041282322257757,-0.013158627785742283,-0.04991520196199417,-0.025761563330888748,-0.010290713049471378,-0.02631056122481823,0.005967839155346155,0.006820818409323692,-0.026458919048309326,-0.007738144602626562,-0.022048603743314743,-0.027373207733035088,0.010038534179329872,-0.02714073657989502,-0.024236837401986122,0.03335081785917282,-0.011371075175702572,-0.004830663558095694,-0.0012252116575837135,0.007672512903809547,-0.01076866127550602,-0.01634085923433304,-0.029461998492479324,-0.013055874034762383,0.010550303384661674,-0.04037866368889809,-0.009871561080217361,0.027184005826711655,-0.02167026326060295,0.016199374571442604,-0.004442269913852215,-0.0025206920690834522,0.00950679648667574,-0.017167892307043076,-0.03420227766036987,0.005324272438883781,0.00566876120865345,-0.045709848403930664,0.008009644225239754,0.0272371806204319,-0.028042340651154518,0.03150305524468422,0.0042275357991456985,-0.01466114167124033,0.029675466939806938,-0.011774685233831406,-0.0330648347735405,0.023608271032571793,0.002292483113706112,-0.05058528482913971,0.023474454879760742,0.021281644701957703,-0.04082247614860535,a
0.014177233912050724,0.08328290283679962,-0.021923284977674484,-0.014549214392900467,0.06490062177181244,-0.023730415850877762,-0.03250054642558098,0.0363352969288826,-0.019226493313908577,-0.05013076215982437,0.005784947425127029,-0.01087676826864481,-0.050785791128873825,-0.026047950610518456,-0.004419603385031223,-0.02622210420668125,0.005076324567198753,0.006679337937384844,-0.026622507721185684,-0.010632830671966076,-0.018672896549105644,-0.027429642155766487,0.005673293024301529,-0.025061510503292084,-0.02572479285299778,0.028261005878448486,-0.011804722249507904,-0.004186704289168119,-0.000978043652139604,0.0076514785178005695,-0.01159375999122858,-0.01958123780786991,-0.02823706343770027,-0.01533990167081356,0.008676628582179546,-0.03947443142533302,-0.00993337482213974,0.02534731850028038,-0.02160615660250187,0.01647076942026615,-0.0042081233114004135,-0.002995850518345833,0.00839444063603878,-0.017931081354618073,-0.033027518540620804,0.0028233597986400127,0.005676609463989735,-0.044845208525657654,0.006940658204257488,0.02546817995607853,-0.029825357720255852,0.03176898881793022,0.005265282467007637,-0.016177963465452194,0.027938036248087883,-0.010993240401148796,-0.032338615506887436,0.02088535577058792,0.003307814709842205,-0.04828261956572533,0.01995852030813694,0.022032035514712334,-0.03960651904344559,a
0.014848398044705391,0.08243471384048462,-0.021187588572502136,-0.013911426067352295,0.06340411305427551,-0.020872974768280983,-0.03244814649224281,0.035127751529216766,-0.014644796028733253,-0.04973921552300453,0.0039694225415587425,-0.004741620272397995,-0.05429418757557869,-0.026039015501737595,0.006479549687355757,-0.025058401748538017,0.0040460024029016495,0.007440997753292322,-0.030431468039751053,-0.010998298414051533,-0.013733991421759129,-0.03152451664209366,0.004972869995981455,-0.02129257842898369,-0.02952272817492485,0.028289249166846275,-0.01402372308075428,-0.003666960634291172,-0.0016971162986010313,0.00733932526782155,-0.01556997187435627,-0.01805676892399788,-0.026063483208417892,-0.01974540576338768,0.008929211646318436,-0.03566983342170715,-0.01450751069933176,0.029894139617681503,-0.02151409722864628,0.015833063051104546,-0.003854826558381319,-0.0042172884568572044,0.005472309421747923,-0.011715186759829521,-0.033925119787454605,0.00021514995023608208,0.013298220001161098,-0.04256861284375191,0.007480197120457888,0.03388490155339241,-0.03007376752793789,0.030233433470129967,0.007533816620707512,-0.016949690878391266,0.023499786853790283,-0.006599674932658672,-0.03617198020219803,0.01690254732966423,0.011032896116375923,-0.0503576435148716,0.018545065075159073,0.027848245576024055,-0.04051264747977257,a
0.01708284392952919,0.09034155309200287,-0.03928172588348389,-0.012047119438648224,0.07114177197217941,-0.035006605088710785,-0.030488790944218636,0.040909793227910995,-0.02938682772219181,-0.048015985637903214,0.008213494904339314,-0.019935550168156624,-0.05069269612431526,-0.025839965790510178,-0.012940051965415478,-0.025441622361540794,0.0067255496978759766,0.009000657126307487,-0.030053649097681046,-0.013194264844059944,-0.012230969965457916,-0.0329439751803875,-0.0014452850446105003,-0.021709231659770012,-0.03388635814189911,0.02050263062119484,-0.02155238203704357,-0.0038014391902834177,-0.0013677111128345132,0.00818062387406826,-0.015849173069000244,-0.02617419697344303,-0.02000792697072029,-0.024902742356061935,-0.0018424587324261665,-0.03707766905426979,-0.019949812442064285,0.016223585233092308,-0.02760593220591545,0.014361822977662086,-0.005351037252694368,-0.00453439075499773,0.00531855970621109,-0.02753140963613987,-0.02777537703514099,-0.004252961836755276,-0.006577342748641968,-0.04442562535405159,-0.0019216928631067276,0.012469655834138393,-0.038766514509916306,0.029505779966711998,0.001461336389183998,-0.0198769923299551,0.025271283462643623,-0.017860310152173042,-0.031869545578956604,0.015454555861651897,-0.010124580934643745,-0.048281773924827576,0.01214737631380558,0.011158643290400505,-0.04555748030543327,a
0.009632585570216179,0.08688990026712418,-0.030190782621502876,-0.01632973551750183,0.06317351758480072,-0.02832450531423092,-0.033974695950746536,0.03354163095355034,-0.019129371270537376,-0.04939300939440727,0.0003318972885608673,-0.007778364699333906,-0.05718327313661575,-0.032188497483730316,0.0057786861434578896,-0.024465736001729965,0.0019046035595238209,0.00874488614499569,-0.02969260700047016,-0.01268654316663742,-0.012508157640695572,-0.03149478882551193,0.002468983642756939,-0.0213998481631279,-0.03317493572831154,0.02606656774878502,-0.016123395413160324,-0.003469293937087059,-0.0018603443168103695,0.008112850598990917,-0.01567576825618744,-0.020094294100999832,-0.02301044762134552,-0.023526616394519806,0.006060556508600712,-0.03671901673078537,-0.0191363375633955,0.02755162864923477,-0.02603318728506565,0.01496957615017891,-0.0032251905649900436,-0.005221419967710972,0.0032051592133939266,-0.012084225192666054,-0.03329974040389061,-0.003475440200418234,0.01265675388276577,-0.043597299605607986,0.002015426754951477,0.033272773027420044,-0.03562433645129204,0.027842342853546143,0.008318556472659111,-0.02001672238111496,0.020822372287511826,-0.0038806304801255465,-0.04019215330481529,0.01304609328508377,0.013753063976764679,-0.05237966775894165,0.01384790800511837,0.031847476959228516,-0.043733201920986176,a
-0.029536006972193718,0.08386062830686569,-0.009952467866241932,-0.04639849439263344,0.053300097584724426,-0.015035527758300304,-0.048465438187122345,0.020089074969291687,-0.015533617697656155,-0.048568982630968094,-0.0144334202632308,-0.015179571695625782,-0.039205946028232574,-0.04409017786383629,-0.010252288542687893,-0.02521596848964691,-0.008918051607906818,0.004948886577039957,-0.018847022205591202,-0.023304911330342293,-0.019004954025149345,-0.02608642168343067,-0.010047653689980507,-0.0270856823772192,-0.036159832030534744,0.008608201518654823,-0.025310495868325233,-0.002610651543363929,-0.0036743811797350645,0.006841801572591066,0.001686210511252284,-0.02256079949438572,-0.027280442416667938,-0.016354365274310112,-0.004000852350145578,-0.0421171672642231,-0.024157464504241943,0.015574941411614418,-0.031946130096912384,0.01753346063196659,0.003976914100348949,-0.002937180455774069,0.016129519790410995,-0.007224083412438631,-0.03257395699620247,-0.002171784406527877,0.010288855992257595,-0.04593105614185333,-0.010804904624819756,0.03057619370520115,-0.033920880407094955,0.023709870874881744,0.021257195621728897,-0.014016966335475445,0.029039230197668076,0.007646449375897646,-0.0345526821911335,0.014788021333515644,0.018502965569496155,-0.05091237276792526,0.0016685491427779198,0.03603828698396683,-0.04173427075147629,a
0.022998616099357605,0.08016066253185272,-0.011110160499811172,-0.006131123751401901,0.06766750663518906,-0.01928776502609253,-0.02784397453069687,0.04196041822433472,-0.015050008893013,-0.051125213503837585,0.012368523515760899,-0.010686246678233147,-0.05689195543527603,-0.021696485579013824,-0.00611635809764266,-0.025900673121213913,0.006760070566087961,0.005315220914781094,-0.02894662693142891,-0.005614439025521278,-0.02418835461139679,-0.026992717757821083,0.012618204578757286,-0.02965444326400757,-0.025609739124774933,0.033305659890174866,-0.017293237149715424,-0.004957208409905434,-0.0015264319954439998,0.007404905743896961,-0.014405906200408936,-0.013958645053207874,-0.03080707974731922,-0.01555528026074171,0.014067310839891434,-0.04348309710621834,-0.008467852137982845,0.0317840650677681,-0.021955596283078194,0.015575223602354527,-0.005085689015686512,-0.001553768990561366,0.006059090606868267,-0.01555936224758625,-0.0358123742043972,0.005228732712566853,0.009589502587914467,-0.04684944078326225,0.008820396848022938,0.02924935147166252,-0.029652828350663185,0.03304441273212433,0.0036030886694788933,-0.012120123952627182,0.02814752608537674,-0.01049831137061119,-0.03414762765169144,0.022525716572999954,0.0064504919573664665,-0.05329866334795952,0.023658670485019684,0.024907557293772697,-0.04274894297122955,a
0.053348541259765625,0.07169139385223389,-0.007151840720325708,0.018856707960367203,0.06843025237321854,-0.011133427731692791,-0.01016269251704216,0.05025559663772583,-0.011292671784758568,-0.03835851699113846,0.0299190916121006,-0.009969385340809822,-0.05204545333981514,0.0031742919236421585,-0.012543713673949242,-0.021290458738803864,0.013693902641534805,0.0091957813128829,-0.03320424631237984,0.007464149035513401,-0.015199106186628342,-0.029208973050117493,0.021058889105916023,-0.026174630969762802,-0.01752249337732792,0.03760519251227379,-0.023907719179987907,-0.004873768426477909,-0.0006878024432808161,0.007464021909981966,-0.022574398666620255,-0.006804345641285181,-0.028180386871099472,-0.014001590199768543,0.023502884432673454,-0.038251955062150955,0.00023004412651062012,0.034954894334077835,-0.01775105483829975,0.012370837852358818,-0.01009650994092226,-0.005360066425055265,-0.0008521489799022675,-0.010841764509677887,-0.03582990914583206,0.005264955572783947,0.015731973573565483,-0.044851455837488174,0.020423736423254013,0.030242659151554108,-0.028851257637143135,0.03182809427380562,-0.004528934136033058,-0.017673173919320107,0.018774304538965225,-0.01626460626721382,-0.03756165876984596,0.01784985326230526,0.004438183270394802,-0.05084250122308731,0.027307184413075447,0.01918216422200203,-0.040855102241039276,a
0.007118869572877884,0.0883849486708641,-0.0077974265441298485,-0.01870034635066986,0.06470838934183121,-0.012265446595847607,-0.03500787168741226,0.03501124680042267,-0.011219645850360394,-0.0475359708070755,0.0012562992051243782,-0.009287257678806782,-0.048161111772060394,-0.030622154474258423,-0.006598883308470249,-0.024808112531900406,0.00036835484206676483,0.007573129143565893,-0.02828359231352806,-0.013167336583137512,-0.018501518294215202,-0.030657673254609108,0.0038018114864826202,-0.025519859045743942,-0.03009049780666828,0.02484738454222679,-0.013924634084105492,-0.004069838672876358,-0.0027544796466827393,0.006853567901998758,-0.012335817329585552,-0.019602753221988678,-0.027881231158971786,-0.020751861855387688,0.007107279729098082,-0.039549488574266434,-0.017599286511540413,0.027421675622463226,-0.022610273212194443,0.015720713883638382,-0.001744667300954461,-0.003951531834900379,0.007994264364242554,-0.012270304374396801,-0.034293223172426224,-0.001502418890595436,0.01139050256460905,-0.04381735995411873,0.000614493153989315,0.031484443694353104,-0.031215330585837364,0.029574919492006302,0.012015792541205883,-0.01487607043236494,0.0257188118994236,-0.003525560488924384,-0.034952495247125626,0.01665462926030159,0.011982453987002373,-0.049534041434526443,0.014221107587218285,0.029695063829421997,-0.04175602272152901,a
